id,tweet,lat,long,party,region,cluster
"8,43E+22",Signaturen #Ted Bunnik &amp; #Ronald Opten La Rive. Amstel Hotel. @ InterContinental Amstel Amsterdam https://t.co/sebSkVL9KD,5.235.998,490.524,10,18,5.00E+00
"8,43E+22",Nightout (@ MOMO in Amsterdam Noord-Holland) https://t.co/wqSPa0fxV4,52.361.667,4.882.462,10,7,1.20E+01
"8,43E+22",#Weekend - Drinking a Grottenbier by Brouwerij St. Bernardus @ Het Elfde Gebod — https://t.co/IEn5imEG2l #photo,523.763,490.022,10,18,5.00E+00
"8,43E+22",Amsterdam Holanda ❤❤❤❤❤❤❤❤❤😍😀😀😀😭😭😭 #recuerdos @ Amsterdam Netherlands https://t.co/hSSzP0TlHB,523.731,4.8922,10,12,9.00E+00
"8,43E+22",Laatste training van het seizoen. Nog even borrelen bij #cafejaap #jaapeden @ Jaap Eden IJsbanen https://t.co/pjSUA3vCEh,5.234.873.161,494.498.557,10,16,1.10E+01
"8,43E+22",Zou de #PvdA zich ook realiseren dat door het brede politieke landschap hun ruif volledig is leeggeroofd? Daar onvoldoende op geanticipeerd?,5.236.171.324,490.066.954,10,4,0.00E+00
"8,43E+22",Nu een hele andere show! Ook cultuur!fin @ Queers https://t.co/a2iufvOxNI,5.236.710.993,489.603.434,10,1,2.00E+00
"8,43E+21",#Spekman Stap gewoon op. Met deze halfbakken oplossing blokkeert onze partij de weg terug. Hans we hebben gewoon genoeg van je.,5.279.468.359,694.354.305,10,7,1.20E+01
"8,43E+22",#alarm Ongeval Materieel VBW A5 R - KP RAASDORP Lijnden - Raasdorperweg 171 1175 KV Lijnden Netherlands,52.360.292,47.480.487,10,4,0.00E+00
"8,43E+22",#alarm P2 Ongeval Wegvervoer Materieel Zilverschoonlaan 52 Krommenie - Zilverschoonlaan 52 1562 RG Krommenie Netherlands,525.071.111,47.592.042,10,2,3.00E+00
"8,43E+22",Vertrekken er op Rotterdam airport alleen vluchten voor ouderen of zo? Of heeft De Zonnebloem een vliegtuig gekocht?,519.488.848,44.335.229,10,1,2.00E+00
"8,43E+22",P 1 Reanimatie Strackestraat 3 Amsterdam [ 13GG02 13ASO ] https://t.co/pImq8SlhRJ #p2000,523.779.326,47.994.443,10,18,5.00E+00
"8,43E+22",A1 13109 13115 Rit 32392 32393 Amsterdam Strackestraat 1067KR 3 https://t.co/kLMJNV9UE6 #p2000,523.779.326,47.994.443,10,7,1.20E+01
"8,43E+22",A1 13163 Rit 32394 Amsterdam Duivendrechtsekade 1096AH 55 Inforsa Psychiatrische Kliniek https://t.co/XhJjqG5AjP #p2000,523.377.115,49.321.891,10,13,9.00E+00
"8,43E+22",I'm at Kaagman &amp; Kortekaas in Amsterdam Noord-Holland https://t.co/jgHxD2rQHo,52.374.894,4.892.565,10,19,5.00E+00
"8,43E+22",Benieuwd wie na decimering pvda de liberale gedachte goed wat gaat afschermen voor te grote aanval op sociaal stelsel,5.307.574.741,670.156.323,10,2,3.00E+00
"8,43E+22",⒈ #Spekman⒉ #nacjaj⒊ #rodtwe⒋ #dorvvv⒌ Jong PSV2017/3/17 22:33 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,2,3.00E+00
"8,43E+22",⒍ #thevoicekids⒎ Merkel⒏ Jupiler League⒐ Pauline Krikke⒑ Wende Snijders2017/3/17 22:33 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,7,1.20E+01
"8,43E+22",Spekman kan in zo n minipartijtje als de PvdA ook geen wethouder weer in Utrecht worden.,5.307.574.741,670.156.323,10,7,1.20E+01
"8,43E+22",Groen links nu grootste van de drie resterende linkse partijtjes. Voorop in de strijd klinkt er net even anders zonder de internationale,5.307.578.864,670.155.091,10,19,5.00E+00
"8,43E+22",Pretty morning sights. @ Ferry Ploegerstraat Amsterdam https://t.co/gOcBzm3CkW,523.828.606,4.834.039,10,2,3.00E+00
"8,43E+22",Sp kartrekker als grootste in provincie Groningen. Scoort daar bijna 1 zetel,5.307.578.795,670.156.953,10,2,3.00E+00
"8,43E+22",#tb Amsterdam - 10/2016.⁰.⁰.⁰. #traveltheworld #iamatraveler #lifeofadventure #heimplanet… https://t.co/LuhVXdyNwo,523.731,4.8922,10,16,1.10E+01
"8,43E+22",Was een mooie avond! @ Amsterdam ArenA https://t.co/nK7Tm2gDBc,5.231.375.909,494.203.107,10,12,9.00E+00
"8,43E+22",I'm at Hyatt Place Amsterdam Airport in Hoofddorp Noord-Holland w/ @remziye_yildiz @karagozaysen https://t.co/YOll5wp7rk,522.933.887,471.605.301,10,18,5.00E+00
"8,43E+22",I'm at Station Amsterdam Centraal in Amsterdam Noord-Holland https://t.co/AtuCXQq6UB,5.237.878.332,489.965.493,10,1,2.00E+00
"8,43E+21",A1 13106 Rit 32400 Amsterdam Ferdinand Bolstraat 1072LJ 10 th Halte Stadhouderskade https://t.co/g2ZjEldTFA #p2000,523.572.906,48.906.513,10,19,5.00E+00
"8,43E+22",I Amsterdam @ Amsterdam Netherlands https://t.co/CcJscGeuGw,523.731,4.8922,10,13,9.00E+00
"8,43E+22",Trend Alert: 'GeenStijl'. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/6WCN45hdkB,523.731,4.8932,10,4,0.00E+00
"8,43E+21",Here we go... #jptomharding #amsterdam @ Melkweg Dance https://t.co/bL3U4EmRl6,5.236.501,488.161,10,4,0.00E+00
"8,43E+22",A1 13122 Rit 32410 Amsterdam Mosplein 1031AA 1 Eetcafe Number One https://t.co/U88jlBA3z3 #p2000,523.913.467,49.121.982,10,4,0.00E+00
"8,43E+22",Can't get enough time exploring… (at Amsterdamse Grachten | Amsterdam Canals (Amsterdamse Grachten)) [pic] — https://t.co/GMGA0pHjcm,5.237.317,489.066,10,11,1.00E+01
"8,43E+22",⒍ Jong PSV⒎ André Hazes⒏ Jupiler League⒐ FC Emmen⒑ Volendam2017/3/18 00:17 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,12,9.00E+00
"8,43E+22",P 1 Brandgerucht Lumierestraat 58 Amsterdam [ 13GG02 13ASA ] https://t.co/fB6J7MEf6z #p2000,523.543.357,49.996.164,10,1,2.00E+00
"8,43E+22",Knallend slot van drie succesvolle weken ! Twee televisiebeelden !… https://t.co/8cRWUOngPo,523.637.294,488.166.131,10,12,9.00E+00
"8,43E+21",☠️☠️☠️ @ Amsterdam Netherlands https://t.co/iqyBxZy9Br,523.731,4.8922,10,12,9.00E+00
"8,43E+22",A2 13160 Rit 32420 Amsterdam Marnixstraat 1016TG 170 Kazerne Hendrik https://t.co/mHNVUNHvMm #p2000,523.729.206,48.759.681,10,12,9.00E+00
"8,43E+22",⒍ Jong PSV⒎ André Hazes⒏ Jupiler League⒐ Turken in Europa⒑ FC Emmen2017/3/18 00:36 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,2,3.00E+00
"8,43E+22",P 1 Brandgerucht Lumierestraat 58 Amsterdam [ 13ALA ] https://t.co/l8MtK2aEqU #p2000,523.543.357,49.996.164,10,2,3.00E+00
"8,43E+22",📈 Kuzu: Ik stopte geen tosti in mijn binnenzak https://t.co/HOwbkK5sYU,523.731,4.8932,10,7,1.20E+01
"8,43E+22",Goede nacht slaap zacht! (@ Amsterdam Downtown Hotel in Amsterdam NH) https://t.co/2usPkK5Kw9,523.658.493,48.849.053,10,1,2.00E+00
"8,43E+22",File op N205 Stilstaand verkeer #N205 #N205_HIL #file #fileleed #verkeer https://t.co/BDNm2QSbiB,5.226.926,458.609,10,16,1.10E+01
"8,43E+22",B2 (Contact MKA: ) Amsterdam Nieuwezijds Voorburgwal 1012RD 35 Basisteam Centrum Burgwallen https://t.co/r2HVBkdGi8 #p2000,523.761.231,48.935.832,10,7,1.20E+01
"8,43E+22",B1 13106 Rit 32426 Amsterdam Oosterpark 1091AC 9 OLVGO C3 ccu https://t.co/XBqMsieXKw #p2000,523.591.188,4.916.442,10,2,3.00E+00
"8,43E+22",P 1 Ass. Ambu (Afhijsen) (Etage: 1) Mercatorstraat 26 B Amsterdam [ 13ALH 13GG04 13ASH ] https://t.co/MN1lIv9yPM #p2000,523.741.202,4.849.234,10,2,3.00E+00
"8,43E+22",Trend Alert: 'De Graafschap'. More trends at https://t.co/tOVVBU3TJP #trndnl https://t.co/RjFbCAc9Cp,523.731,4.8932,10,12,9.00E+00
"8,43E+22",Werk werk werk. 😊 (@ MCT Gallery in Selangor) https://t.co/2WNFKxysD1,30.211.608,10.157.902,10,2,3.00E+00
"8,43E+22",B1 13191 Rit 32432 Amsterdam Jan Tooropstraat 1061AE 164 OLVGW seh https://t.co/g8GzVgNK3W #p2000,523.703.613,48.395.754,10,12,9.00E+00
"8,43E+22",Missing Amsterdam @ Amsterdam Netherlands https://t.co/8AtyKOsTsv,523.731,4.8922,10,1,2.00E+00
"8,43E+22",A1 13122 Rit 32435 Amsterdam Steenbokstraat 1033EH 9 https://t.co/d9apsSngyN #p2000,524.135.698,48.903.768,10,13,9.00E+00
"8,43E+22",P 2 Liftopsluiting IJdoornlaan 261 A 1 Amsterdam [ 13GG06 13ASZ ] https://t.co/NLEWAxKCtS #p2000,52.394.854,49.552.376,10,13,9.00E+00
"8,43E+22",⒍ De Graafschap⒎ Turken in Europa⒏ De Ligt⒐ Jong PSV⒑ Kamer2017/3/18 02:12 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,16,1.10E+01
"8,43E+21",A1 13105 Rit 32438 Amsterdam Reguliersbreestraat 1017CL 15 Burger King https://t.co/d7he30YtQk #p2000,523.666.969,48.944.226,10,2,3.00E+00
"8,43E+22",A1 13102 Rit 32439 Amsterdam Koninginneweg 1075CG 41 h th https://t.co/UrbPnKwf5S #p2000,523.547.308,48.680.164,10,2,3.00E+00
"8,43E+22",A2 13161 Rit 32440 Amsterdam Marnixstraat 1016TG 170 Kazerne Hendrik https://t.co/r1ysgIUBcx #p2000,523.729.206,48.759.681,10,7,1.20E+01
"8,43E+22",A1 13161 Rit 32441 Amsterdam Lange Leidsedwarsstraat 37 th https://t.co/1lusDghvY1 #p2000,523.644.916,48.833.588,10,7,1.20E+01
"8,43E+22",A2 13110 Rit 32442 Amsterdam Marnixstraat 1016TG 170 Kazerne Hendrik https://t.co/c3pFaPN9Pd #p2000,523.729.206,48.759.681,10,2,3.00E+00
"8,43E+22",⒍ De Graafschap⒎ Turken in Europa⒏ De Ligt⒐ Jong PSV⒑ Kamer2017/3/18 02:36 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,2,3.00E+00
"8,43E+22",File op N205 Stilstaand verkeer #N205 #N205_ZWA #file #fileleed #verkeer https://t.co/5BE2eWQlUr,5.229.017,461.318,10,16,1.10E+01
"8,43E+22",A1 13160 Rit 32443 Amsterdam Ceintuurbaan 1072GG 248 H th https://t.co/2H36RCjEQs #p2000,523.524.855,48.893.254,10,16,1.10E+01
"8,43E+22",P 1 Ass. Politie (Openen Deur) Semarangstraat 7 B Amsterdam [ 13GG02 13ASV ] https://t.co/GUTyc74DyH #p2000,523.619.557,49.443.568,10,13,9.00E+00
"8,43E+22",⒍ De Graafschap⒎ Turken in Europa⒏ De Ligt⒐ Jong PSV⒑ Kamer2017/3/18 02:57 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,13,9.00E+00
"8,43E+21",B1 13120 Rit 32446 Amsterdam Oosterpark 1091AC 9 OLVGO C3 ccu https://t.co/RPVIgGOh3Y #p2000,523.591.188,4.916.442,10,13,9.00E+00
"8,43E+22",⒍ De Graafschap⒎ Turken in Europa⒏ De Ligt⒐ Jong PSV⒑ Kamer2017/3/18 03:11 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,12,9.00E+00
"8,43E+22",⒍ De Graafschap⒎ Turken in Europa⒏ De Ligt⒐ Jong PSV⒑ Kamer2017/3/18 03:57 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,13,9.00E+00
"8,43E+21",A1 13160 Rit 32457 Amsterdam Louwesweg 1066EA 1 th Tijdelijk Wonen Amsterdam TWA https://t.co/GiBUj12qvp #p2000,523.462.009,48.254.149,10,0,1.30E+01
"8,43E+22",⒍ De Graafschap⒎ Turken in Europa⒏ De Ligt⒐ Jong PSV⒑ Kamer2017/3/18 04:57 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,11,1.00E+01
"8,43E+22",A2 13106 Rit 32458 Amsterdam Zeedijk 1012AR 53 th https://t.co/HfRDCHWjSL #p2000,523.753.368,49.012.137,10,1,2.00E+00
"8,43E+22",⒍ De Graafschap⒎ Turken in Europa⒏ De Ligt⒐ Jong PSV⒑ Kamer2017/3/18 05:17 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,0,1.30E+01
"8,43E+22",P 1 Persoon te Water Singel 344 Amsterdam [ 13WOW 13OVDN 13GG02 13ASH ] https://t.co/ZNopdNT3wa #p2000,523.774.616,48.931.188,10,14,9.00E+00
"8,43E+22",A2 13160 Rit 32462 Amsterdam Zeedijk 1012AR 53 th https://t.co/l2YOVPoRpw #p2000,523.753.368,49.012.137,10,4,0.00E+00
"8,43E+21",#instagood #instadaily #picoftheday #photooftheday #amsterdam #photography @ Amsterdam Netherlands https://t.co/G97IucSamI,523.731,4.8922,10,0,1.30E+01
"8,43E+22",⒍ De Graafschap⒎ Turken in Europa⒏ De Ligt⒐ Jong PSV⒑ Kamer2017/3/18 05:56 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,12,9.00E+00
"8,43E+22",#alarm Prio: 1 Persoon te water Singel 1016AG Amsterdam - Singel 167 1012 VK Amsterdam Netherlands,523.732.631,4.889.158,10,4,0.00E+00
"8,43E+22",❤ voor op stedentrip gaan! #sevilla #nokids #saampies @… https://t.co/9R2gUylggx,5.230.850.618,47.649.145,10,4,0.00E+00
"8,43E+22",A2 13105 Rit 32471 Amsterdam Lange Leidsedwarsstraat 1017NM 64 th https://t.co/OiuFq8Pgtf #p2000,523.645.322,48.836.699,10,7,1.20E+01
"8,43E+22",⒍ De Graafschap⒎ Turken in Europa⒏ De Ligt⒐ Jong PSV⒑ Kamer2017/3/18 06:06 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,12,9.00E+00
"8,43E+22",⒍ De Graafschap⒎ Turken in Europa⒏ De Ligt⒐ Jong PSV⒑ Kamer2017/3/18 06:31 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,16,1.10E+01
"8,43E+22",⒍ Jong Ajax⒎ De Graafschap⒏ Turken in Europa⒐ De Ligt⒑ Jong PSV2017/3/18 06:46 CET #trndnl https://t.co/tOVVBU3TJP,523.731,1.4,10,2,3.00E+00
"8,43E+22",A1 13111 Rit 32476 Amsterdam Robert Doumastraat 1063GP 5 https://t.co/1mU4ooRErE #p2000,523.834.751,48.231.067,10,2,3.00E+00
"8,43E+22",#Egaylity - --- --- Tags van de week | Nederlands --- --- https://t.co/bDEnuQ4rVB,5.237.722.611,489.824.219,10,12,9.00E+00
"8,43E+22",235 users and 240 tweets (203 RTs) in 5 days made 'PvdA-voorzitter Spekman' a Trending Topic in Netherlands. #trndnl,523.731,4.8932,10,19,5.00E+00
"8,43E+22",⒈ #SwallaVideo⒉ Sharon Dijksma⒊ #TheOriginals⒋ #rodtwe⒌ PvdA-voorzitter Spekman2017/3/18 07:11 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,11,1.00E+01
"8,43E+22",⒍ #dorvvv⒎ Jong Ajax⒏ #pauw⒐ De Graafschap⒑ Turken in Europa2017/3/18 07:11 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,2,3.00E+00
"8,43E+22",WET 'N WILD! #friends #love #wetnwild #rain #veraonoinstagrao #chuvadeverao #nofilter #selfie… https://t.co/vC4bPeYdoW,-22.950.666,-431.817.663,10,12,9.00E+00
"8,43E+22",#Intercity 1125 (V 7:28 van Delft) naar Rotterdam Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC,5.200.666.809,435.638.905,10,2,3.00E+00
"8,43E+22",A1 13111 Rit 32479 Amsterdam Robert Doumastraat 1063GR 12 https://t.co/WOt77iatE6 #p2000,523.834.381,48.229.258,10,0,1.30E+01
"8,43E+22",#Intercity 1118 (V 8:08 van Den Haag HS) naar Den Haag Centraal rijdt vandaag niet. #fail Geld terug? Zie https://t.co/wQfqoWMoGC,5.206.972.122,432.250.023,10,13,9.00E+00
"8,43E+22",B1 13112 Rit 32482 Amsterdam Jan Tooropstraat 1061AE 164 OLVGW X2 kinderafdeling https://t.co/qd6kjKN0fj #p2000,523.703.613,48.395.754,10,11,1.00E+01
"8,43E+22",⒈ #SwallaVideo⒉ Sharon Dijksma⒊ #TheOriginals⒋ #rodtwe⒌ PvdA-voorzitter Spekman2017/3/18 07:36 CET #trndnl https://t.co/tOVVBU3TJP,523.731,1.4,10,16,1.10E+01
"8,43E+22",A1 13151 Rit 32484 Amsterdam Klonne plein 1014DD 2 Westergasfabriek https://t.co/Kue9EjArfi #p2000,523.870.918,48.690.827,10,19,5.00E+00
"8,43E+22",#ICDirect 1007 (V 7:55 van Amsterdam Airport) naar Amsterdam Centraal is 5 minuten vertraagd.,5.230.944.443,476.194.429,10,16,1.10E+01
"8,43E+22",Prio: 1 Letsel Klonne plein 1014DD Amsterdam https://t.co/2vW2QsvIfS #p2000,523.870.918,48.690.827,10,1,2.00E+00
"8,43E+22",Gezellig weekje op dit gebied. (@ Gezelligheid) https://t.co/VTTs5X6Glq https://t.co/R777b3dGaX,5.231.054.423,465.801.874,10,7,1.20E+01
"8,43E+22",Gezellig weekje op dit gebied. (@ Gezelligheid) https://t.co/VTTs5X6Glq https://t.co/2ZQhgve7Fg,5.231.054.423,465.801.874,10,14,9.00E+00
"8,43E+22",#alarm Prio: 1 Letsel Klonne plein 1014DD Amsterdam - Wg-Plein 874 1054 RC Amsterdam Netherlands,523.633.528,48.715.542,10,16,1.10E+01
"8,43E+22",#morningrun #earlybird #runningamsterdam #utrmarathon #qualifyingboston18 #1daytogo @ Bosbaan https://t.co/gn99KYlDQz,52.326.389,4.837.778,10,2,3.00E+00
"8,43E+22",Zo is Natuur! Onderweg naar Zutphen #liefde #mohersi #wandelen #vluchtelingenwerknederland… https://t.co/7EyozwbYth,5.233.199.713,628.257.615,10,4,0.00E+00
"8,43E+22",⒍ #tk17⒎ Jong Ajax⒏ Jong PSV⒐ Europese Turken⒑ Kamer2017/3/18 08:16 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,7,1.20E+01
"8,43E+22",#alarm Prio: 1 Letsel Weesperzijde Amsterdam - Weesperzijde 159HS 1097 DS Amsterdam Netherlands,5.234.726.367,491.400.148,10,11,1.00E+01
"8,43E+22","@FranckenTheo is de schande van België: ""Strategie van Amnesty is een schande voor Europa"" | Vluchtelingen | - https://t.co/CItue4Nn9K",5.118.918.919,4.197.251,10,11,1.00E+01
"8,43E+22",#minttea #lovelyplace 💟 @ Noorderlicht Café https://t.co/XC8qYDCnvu,523.995.895,48.967.199,10,2,3.00E+00
"8,43E+22",A1 13111 Rit 32496 Amsterdam Van Reigersbergenstraat 1052WP 32 https://t.co/KkEQNyT8bJ #p2000,523.744.678,48.700.615,10,11,1.00E+01
"8,43E+22",P 1 Ass. Ambu (Openen Deur) Wolbrantskerkweg 202 Amsterdam [ 13GG04 13ASO ] https://t.co/6O6m2NbDsE #p2000,523.580.327,47.968.186,10,13,9.00E+00
"8,43E+22",Rutte is gewoon een Wilders in schapenvacht zoals @Bart_DeWever een Le Pen in kwadraat is.,5.118.918.919,4.197.251,10,7,1.20E+01
"8,43E+22",#misty #amsterdam ❤️ @ Amsterdam Netherlands https://t.co/XAWvOVVO06,523.731,4.8922,10,7,1.20E+01
"8,43E+21",De overgang van een staartje naar een speld is wat #weerbarstig... #baby #trouble @ Hoofddorp … https://t.co/yJlonEIblJ,52.3,4.7,10,7,1.20E+01
"8,43E+22",https://t.co/a6kcBgUfFv Op de Californië Tasting geweest in Radisson Schiphol. Goede wijnen maar prijs/kwaliteit v… https://t.co/1zHwgHO4JC,5.240.476.856,4.638.242,10,7,1.20E+01
"8,43E+22",Dag twee van de introductieworkshop over #PODD - de deelnemers kiezen een boek uit voor Spencer … https://t.co/EjqB72UDLI,5.215.663.967,538.502.323,10,13,9.00E+00
"8,43E+22",@gijgro hahahaha maar toch bedankt voor je medeleven,5.245.344.194,496.654.015,10,4,0.00E+00
"8,43E+22",@sanverv dank voor je stem!,5.245.351.867,496.655.121,10,13,9.00E+00
"8,43E+22",A1 13112 Rit 32504 Amsterdam Paletstraat 1073JN 8 H https://t.co/TMWvbvDWdM #p2000,52.348.516,48.987.888,10,12,9.00E+00
"8,43E+22",Eerste helft zit erop door naar de tweede #wesmyr jf2 :) (@ AMHC Westerpark in Amsterdam Noord-Holland) https://t.co/25iMPMQwoI,5.238.619.206,482.679.777,10,16,1.10E+01
"8,43E+22",Soms gaat op=op heel snel vannacht meerdere bestellingen voor deze heerlijke #whisky. Hopelijk… https://t.co/wQbiZSsIXf,5.250.040.534,476.728.163,10,2,3.00E+00
"8,43E+22",@sanverv dank je!,5.245.359.289,496.692.547,10,4,0.00E+00
"8,43E+21",A1 (Etage: 1) 13114 Rit 32510 Amsterdam Rijnstraat 1079HD 157 https://t.co/OH6i6jqh3R #p2000,52.342.536,49.067.088,10,19,5.00E+00
"8,43E+21",A2 13116 Rit 32511 Amsterdam Marnixstraat 1016TG 170 Kazerne Hendrik https://t.co/XEQDwoLND9 #p2000,523.729.206,48.759.681,10,12,9.00E+00
"8,43E+22",Een vlog met een vraag😊 @ Galerie ARTACASA https://t.co/ZrVzsZVKJL,523.632.789,49.000.349,10,16,1.10E+01
"8,43E+22",#SCHIPHOL Opschaling | P 1 Incident Luchtvaart (vooralarm groot) (Grip 1) Ugs A Postduifweg Schiphol 12GG09 1231 | https://t.co/TT5ieOyoW4,5.230.907,4.763.385,10,13,9.00E+00
"8,43E+22",A1 13116 Rit 32517 Amsterdam Koninginneweg 1075CP 187 H https://t.co/tbyktf8Pdf #p2000,52.352.728,4.861.374,10,2,3.00E+00
"8,43E+22",⒍ #Spekman⒎ Jong Ajax⒏ Jong PSV⒐ Europese Turken⒑ Kamer2017/3/18 09:56 CET #trndnl https://t.co/tOVVBU3TJP,523.731,4.8932,10,16,1.10E+01
"8,43E+22",#ICDirect 1026 (V 10:05 van Amsterdam Airport) naar Rotterdam Centraal is 5 minuten vertraagd.,5.230.944.443,476.194.429,10,16,1.10E+01
"8,43E+22",P 1 Ass. Ambu (Openen Deur) Pieter Calandlaan 246 G Amsterdam [ 13GG04 13ASO ] https://t.co/1sWOWMGC7f #p2000,523.470.443,47.882.876,10,2,3.00E+00
"8,43E+22",De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen,52.471.471,4.813.427,10,4,0.00E+00
"8,43E+22",Zó. Nu lekker @hdhaarlem lezen. #ditismijnkrant (@ Petit déjeuner) https://t.co/tEvKN0K678 https://t.co/yzFaYrp45H,5.231.181.601,465.688.854,10,2,3.00E+00
"8,43E+22",B1 13102 Rit 32522 Amsterdam Louwesweg 1066EC 6 SLV 7A neurologie https://t.co/EcQZgHuPPO #p2000,523.471.776,48.240.178,10,18,5.00E+00
"8,43E+22",Met je designer jurk in een heftruck winqnl #lmao 📷 marcdeurloo 👗 @bettafranchi 💄… https://t.co/B7V3NiMgE4,522.974.219,494.734.919,10,19,5.00E+00
"8,43E+22",File op A27 Stilstaand verkeer #A27 #A27_HAN #file #fileleed #verkeer https://t.co/XXBKRI6A6y,51.731,4.8999,10,16,1.10E+01
"8,43E+22",I'm at Museo Nacional de Ámsterdam - @rijksmuseum in Amsterdam Noord-Holland https://t.co/GbvmIiqPzW,5.236.005.324,488.524.295,10,4,0.00E+00
"8,43E+22",@Stormotions mooi gezegd,5.245.352.513,496.656.513,10,18,5.00E+00
"8,43E+22",Zijlstra ziet PvdA ook na nederlaag nog altijd als optie voor kabinet (via @uqéNUnl) https://t.co/FJX7rL8lpi,51.578.043,5.005.853,10,0,1.30E+01
"8,43E+22",🤓 @ Amsterdam Netherlands https://t.co/lj14i0TYwW,523.731,4.8922,10,2,3.00E+00
"8,43E+22",Sat 18 Mar: Lees#club 'Het Uur van de Vlinder' mét auteur Piete... https://t.co/j48NACxsKy #Gent #Cultuur #hoplr https://t.co/05Qu5sh7J9,5.103.708,371.253,10,14,9.00E+00
"8,43E+22",I'm at lammetje groen in den haag zuid holland https://t.co/PGEMZTyTem,52.075.888,4.319.769,10,13,9.00E+00
"8,43E+22",A1 13114 Rit 32533 Amsterdam Willem Augustinstraat 1061MJ 99 https://t.co/mqHP50YZ4L #p2000,5.237.528.534,48.390.471,10,2,3.00E+00
"8,43E+22",#laser_gun A1 hmp 7.2 - A1 hmp 7.2,52.335.499,499.353,10,13,9.00E+00
"8,43E+21",Het seizoen is weer begonnen algemeen werk bij Streven naar Verbetering @ Volkstuin Vereniging… https://t.co/XTmyq46CkG,5.192.409,444.349,10,12,9.00E+00
"8,43E+22",#ICDirect 1032 (V 11:38 van Amsterdam Airport) naar Rotterdam Centraal is 7 minuten vertraagd.,5.230.944.443,476.194.429,10,19,5.00E+00
"8,43E+22",#daniefrederiks is weer klaar voor #Ballet #kleineballerina #skda #dansschool @ SKDA Dansschool https://t.co/fZah7mJxQp,522.826.614,48.394.599,10,13,9.00E+00
"8,43E+22",Martin Sommer schreef een paar fijne stukken rond deze verkiezingen. Zoals deze in de @volkskrant van vandaag. 1/2 https://t.co/cm7ZhEDEm3,5.188.745.578,45.182.755,10,2,3.00E+00
"8,43E+22",De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen,52.471.471,4.813.427,10,18,5.00E+00
"8,43E+22",I'm at Dirk van den Broek in Hoofddorp Noord-Holland https://t.co/MpIbwHZ0WE,5.230.156.517,466.435.775,10,2,3.00E+00
"8,43E+22",Rodetorenplein met strand en fietsen 'te vol' wij hebben ook liever échte stalling zien hier ruimte #smartcity https://t.co/4gMJ408L37,52.508.581,6.076.553,10,18,5.00E+00
"8,43E+22",Hij staat er al! 😊 (@ Spoor 1 in Hoofddorp) https://t.co/yTGB5G0X3t https://t.co/5ZEf6b5nh6,5.229.305.722,469.859.165,10,12,9.00E+00
"8,43E+22",File op A7 Stilstaand verkeer #A7 #A7_AVE #file #fileleed #verkeer https://t.co/7Yfm9L991C,5.254.532,495.577,10,13,9.00E+00
"8,43E+22",Het gebouw Maerlanthuis in het oude Lelycentre :)#lelystad #flevoland #nederland #netherlands… https://t.co/8dYf2bXHAE,5.252.010.037,548.367.503,10,18,5.00E+00
"8,43E+22",#alarm Prio: 1 Vechtpartij Weteringweg Diemen - Weteringweg 1986 1111 Diemen Netherlands,523.358.693,49.871.908,10,12,9.00E+00
"8,43E+22",Afzwemmen kijken van mijn neefje Kevin! (@ Zwembad De Watering) https://t.co/NlfnA4Z59e,5.249.742.353,478.157.549,10,2,3.00E+00
"8,43E+22",📷👭💕 @ Amsterdam Netherlands https://t.co/thWDXeshNo,523.731,4.8922,10,13,9.00E+00
"8,43E+22",P 5 Geplande Actie (MDT Navigatie Test) Kazerne Dirk Honthorststraat 27 Amsterdam [ 13GG02 13ASD ] https://t.co/QYq6Kj8iRW #p2000,523.584.993,4.883.247,10,19,5.00E+00
"8,43E+22",@vonTips desondanks raakt het mij ook. Er is een sociaal gat ontstaan ;) En zoals Rutte zei: ik had ze anders gegund.,513.336.047,385.277.618,10,12,9.00E+00
